  LON,   LAT,   ESTADO,     CVE_SIH,NOMBRE_ESTACION, MAR
-98.74,20.12,HGO,PCHHD,PACHUCA,1.5
-98.75,20.13,HGO,PCOHD,"Pachuca Observatorio, Hgo.",1.4
-98.34,20.06,HGO,PERHD,PRESA LA ESPERANZA,0.1
-99.33,20.73,HGO,PRGHD,P.ROJO GOMEZ (LA PE—A),1
-99.31,19.97,HGO,PRQHD,PRESA REQUENA,1.5
-99.38,20.44,HGO,PVAHD,PRESA VICENTE AGUIRRE,0
-98.37,20.08,HGO,TLGHD,TULANCINGO,0
-99.39,19.84,HGO,TXMHD,TAXHIMAY,0.4
-99.5,20.66,HGO,ZMPHD,PRESA ZIMAPAN,3
-98.65,20.65,HGO,ZXTHD,ZACUALTIPAN,28.5
-103.59,20.42,JAL,ACTJL,ACATLAN,0
-102.44,21.6,JAL,AJJJL,AJOJUCAR,6
-104.06,19.91,JAL,BBAJL,BASILIO BADILLO,1.1
-103.72,22.4,JAL,BCSJL,BOCAS,0
-103.47,19.7,JAL,CGZJL,CIUDAD GUZMAN,1.4
-103.2,20.29,JAL,CHAJL,"Chapala 1, Jal.  SMN*",0
-104.57,19.23,JAL,CIHJL,CIHUATLAN,0.1
-103.25,22.13,JAL,CLTJL,COLOTLAN,0
-105.07,20.03,JAL,CPEJL,CAJON DE PEÒA,0
-101.7,21.5,JAL,CRTJL,PRESA EL CUARENTA,0.4
-101.14,19.96,JAL,CUIJL,CUITZEO,0
-105.05,20.58,JAL,CULJL,CUALE,0
-102.85,21.13,JAL,CUNJL,LA CUÒA,0
-103.45,21.07,JAL,CXTJL,CUIXTLA,0
-102.9,21.2,JAL,ESTJL,EL ESTRIBON,0
-103.33,20.73,JAL,EXPJL,LA EXPERIENCIA,0.1
-102.77,20.3,JAL,FTEJL,EL FUERTE,0
-102.7,20.63,JAL,GRBJL,"GARABATOS, AUTOMATICA",1.2
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,0
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,0
-103.6,20.5,JAL,HRTJL,HURTADO,0
-102.71,20.29,JAL,JMYJL,JAMAY,0
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,0
-101.92,21.36,JAL,LDMJL,LAGOS DE MORENO,0
-102.23,20.48,JAL,PO2JL,"La Polvora, Jal.  GASIR*",0
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,0
-104.05,20.55,JAL,RAMJL,RIO AMECA,0.2
-102.84,20.72,JAL,REDJL,LA RED,0
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,0.2
-101.85,21.35,JAL,SAUJL,LA SAUCEDA,0.2
-102.5,21.3,JAL,SGRJL,SAN GASPAR DE LOS REYES,3.6
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,0
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,0
-104.32,20.04,JAL,TCTJL,TACOTAN,14.5
-103.2,22.17,JAL,TENJL,TENASCO,0
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,0
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,13.5
-103.8,20.6,JAL,VEGJL,LA VEGA,0
-103.08,20.07,JAL,VTNJL,"EL VOLANTIN, AUTOMATICA",0
-103.37,20.72,JAL,ZPPJL,ZAPOPAN,0
-99.35,19.38,MEX,2RSMX,DOS RIOS,3.5
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,0
-98.91,19.51,MEX,ATEMX,ATENCO,0
-99.7,19.33,MEX,CALMX,CALIXTLAHUACA,0.7
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,0
-100.12,19.2,MEX,CHIMX,P. CHILESDO,29.8
-98.88,19.48,MEX,CHPMX,CHAPINGO,0
-99.24,19.53,MEX,CLYMX,CALACOAYA,1.8
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,1
-99.63,19.29,MEX,COBMX,C.N.A. OBSERVATORIO,2.3
-100.18,19.1,MEX,COLMX,COLORINES,11.4
-99.6,19.9,MEX,DNXMX,P. DANXHO,4.5
-99.23,19.45,MEX,EMOMX,MOLINITO,2.8
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,5.3
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",5.3
-99.7,20.07,MEX,HPNMX,P. HUAPANGO,13
-99.05,19.63,MEX,K27MX,KM. 27+250,1
-100.08,19.38,MEX,LBEMX,LOS BERROS,15.3
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",4.8
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,0
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,0
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),0
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,0
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,0.7
-99.79,19.82,MEX,PFBMX,PRESA FRANCISCO T. FABELA,24
-99.77,19.46,MEX,PIRMX,P.IGNACIO RAMIREZ (ATOTONILCO),8
-99.25,19.43,MEX,PLMMX,PALMAS,4.7
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),0
-99.26,19.53,MEX,PMDMX,PRESA MADIN,1.8
-99.7,20.1,MEX,PMNMX,P. EL MOLINO,12
-99.7,20,MEX,PNDMX,P. —ADO,9
-99.27,19.52,MEX,PREMX,PRESA MADIN,0
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,2
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),0.5
-99.7,19.47,MEX,SBBMX,SAN BERNABE (J. ANTONIO ALZATE),12
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,6.8
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,6.8
-99.7,19.6,MEX,SLBMX,SAN BARTOLO DEL LLANO,2
-99.8,19.63,MEX,SMLMX,SANTA MARIA DEL LLANO,8
-98.86,19.64,MEX,SNLMX,SAN LUCAS,21.8
-99.94,18.93,MEX,TESMX,TEXCALTITLAN,4.5
-100.02,19.9,MEX,TM2MX,TEMASCALCINGO,19
-99.96,19.66,MEX,TPTMX,TEPETITLAN,9
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),1.2
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,14.2
-99.33,19.38,MEX,VNDMX,EL VENADO,0
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,9.1
-102.2,17.97,MICH,ADUMC,ADJUNTAS,11.8
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,36
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,5.5
-102.42,20.18,MICH,BIBMC,BARRAJE DE IBARRA,0
-101.46,20.32,MICH,CBLMC,CASA BLANCA,1
-102.27,19.97,MICH,CHAMC,CHAPARACO,10.2
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,29.3
-102.75,19.18,MICH,CHLMC,P. CHILATAN,1
-100.9,18.5,MICH,CMNMC,CAIMANERA,2.5
-101.28,19.63,MICH,COIMC,COINTZIO,12.6
-101.86,20.21,MICH,CORMC,CORRALES,0.2
-101.86,20.21,MICH,CRRMC,"CORRALES, AUTOMATICA",3
-101.26,19.62,MICH,CT2MC,"COINTZIO, AUTOMATICA",0
-102.59,20.25,MICH,CUUMC,CUMUATO,0
-100.42,19.39,MICH,DBOMC,EL BOSQUE,9.5
-100.45,19.97,MICH,EGIMC,EL GIGANTE,10.3
-100.28,19.53,MICH,ETAMC,E.T.A.,20
-102.7,19.9,MICH,GUAMC,GUARACHA,7.3
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,4.5
-102.6,19.9,MICH,JARMC,JARIPO,8.4
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,17
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,1
-102.75,20.15,MICH,LPAMC,LA PALMA,0
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",0
-102.9,18.8,MICH,LPNMC,LOS PANCHES,0
-102.2,18.8,MICH,LPSMC,LA PASTORIA,16.1
-101.62,19.54,MICH,LPTMC,"LAGO DE PATZCUARO, AUTOMATICA",11.6
-101.2,18.8,MICH,LPZMC,LOS PINZANES,0
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,9.8
-101.46,20.32,MICH,MKZMC,"MARKASSUSSA, AUTOMATICA",10.2
-100.9,19.9,MICH,MLPMC,MALPAIS,16
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,9.6
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,0.5
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,0.5
-101.18,19.69,MICH,MORMC,MORELIA,6
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,6
-100.44,19.89,MICH,MRVMC,MARAVATIO,0
-102.33,19.96,MICH,ORAMC,ORANDINO,3.2
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,7.5
-101.6,20.3,MICH,PORMC,PASTOR ORTIZ,0.2
-100.69,19.62,MICH,PUCMC,PUCUATO,31
-100.67,19.62,MICH,SABMC,SABANETA,28
-102.72,20.07,MICH,SAHMC,SAHUAYO,0
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,0
-102.64,19.83,MICH,SJUMC,SN. JUANICO,9
-102.4,20.1,MICH,SSIMC,SAN SIMON,0
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,9
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,18
-102.13,19.97,MICH,UREMC,UREPETIRO,13.4
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,15.6
-101.45,19.55,MICH,VJIMC,VILLA JIMENEZ,3.7
-102.24,20.34,MICH,YURMC,YURECUARO,0
-102.28,20.01,MICH,ZAMMC,ZAMORA,17.7
-101.8,19.81,MICH,ZCAMC,ZACAPU,0
-101.93,18.92,MICH,ZICMC,ZICUIRAN,6
-100.83,19.86,MICH,ZINMC,ZINAPECUARO,0
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,6.4
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,0
-99.4,18.6,MOR,AMCMR,AMACUZAC,0
-98.9,18.94,MOR,ATLMR,ATLATLAHUCAN,8.2
-98.9,18.8,MOR,CUAMR,CUAUTLA,3.2
-99.2,18.9,MOR,CUEMR,CUERNAVACA,8.1
-99.38,18.7,MOR,CUTMR,CUAUTLITA,3.2
-99.18,18.58,MOR,HIGMR,HIGUERON,5.6
-99.42,18.61,MOR,HUAMR,HUAJINTLAN,2.2
-99.02,19.03,MOR,HUIMR,HUITZILAC,26.8
-99.03,18.44,MOR,HUTMR,HUAUTLA,4.9
-98.8,18.7,MOR,JNCMR,JONACATEPEC,5.7
-99.2,18.6,MOR,JOJMR,JOJUTLA,4.7
-98.92,18.68,MOR,LCUMR,LA CUERA,5
-98.98,18.67,MOR,MYOMR,MOYOTEPEC,6.5
-99.15,18.52,MOR,NEXMR,NEXPA,5.1
-98.9,18.9,MOR,OAXMR,OAXTEPEC,13
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,8.9
-98.76,18.88,MOR,OCTMR,OCUITUCO,7
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,6.8
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,7.3
-99.2,18.9,MOR,TEMMR,TEMIXCO,7
-99.1,18.8,MOR,TICMR,TICUMAN,6
-98.94,18.62,MOR,TLCMR,TLACUALERA,23.8
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,6.8
-98.79,18.78,MOR,TMCMR,TEMOAC,6
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,8.3
-98.84,18.58,MOR,TPLMR,TEPALCINGO,5.3
-99.19,18.52,MOR,XICMR,XICATLACOTLA,6
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,4.3
-98.9,18.9,MOR,YECMR,YECAPIXTLA,4.2
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,7.3
-105.35,22.49,NAY,ACANR,ACAPONETA,0
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,0
-105.11,21.83,NAY,CAPNR,CAPOMAL,0
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,0
-104.45,21.43,NAY,CJNNR,EL CAJON,0
-105.14,20.89,NAY,GAVNR,GAVIOTAS,0
-105.02,22.38,NAY,PAJNR,PAJARITOS,0
-105.21,22.12,NAY,ROMNR,ROSA MORADA,0
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,0
-105.14,21.96,NAY,RUINR,RUIZ,0
-104.89,21.49,NAY,TEPNR,TEPIC,0
-100,27.23,NL,ANHNL,ANAHUAC,0
-99.82,24.1,NL,ARRNL,ARAMBERRI,0
-99.91,24.32,NL,ASCNL,LA ASCENSION,0
-99.74,24.99,NL,CABNL,CABEZONES,26
-99.58,24.88,NL,CAMNL,CAMACHO,15
-100.27,25.8,NL,CANNL,EL CANADA,12.2
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,7.2
-99.26,25.72,NL,CCHNL,EL CUCHILLO,0
-100.16,25.95,NL,CDFNL,CIENEGA DE FLORES,8.5
-100,25.59,NL,CDRNL,CADEREYTA,13.3
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,9.2
-99.7,24.78,NL,CRUNL,CRUCITAS,50
-99.62,26.09,NL,CRVNL,CERRALVO,2.9
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,0
-100.18,25.52,NL,ECSNL,EL CERRITO,27.1
-100.08,24.83,NL,GALNL,GALEANA,1.3
-100.02,25.96,NL,HGRNL,HIGUERAS,7
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,26.6
-99.52,25.5,NL,LERNL,LAS ENRAMADAS,2.5
-100.5,27.05,NL,LPZNL,LAMPAZOS,5
-99.19,26.08,NL,MDRNL,MADERO,0
-99.83,25.18,NL,MTMNL,MONTEMORELOS,24.8
-100.27,25.68,NL,MTRNL,MONTERREY,17.7
-100.3,25.73,NL,OBSNL,OBSERVATORIO,17.7
-99.21,24.99,NL,PAMNL,LA PAMONA                           *,5
-99.32,25.73,NL,PCUNL,"PRESA EL CUCHILLO, NL. AUTOMATICA",0
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,0
-100.55,25.03,NL,SRANL,SAN RAFAEL,0
-99.78,23.98,NL,ZRGNL,ZARAGOZA,0
-96.1,17.02,OAX,AYUOX,AYUTLA,8.7
-96.72,17.07,OAX,BAEOX,BASE AEREA,0
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,0
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),165.7
-94.82,16.58,OAX,CHIOX,CHICAPA,0
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,2.1
-96.95,17.8,OAX,CUIOX,CUICATLAN,4.1
-96.48,18.11,OAX,DPSOX,DIQUE PESCADITOS,67.7
-95.42,16.44,OAX,EMAOX,EL MARQUEZ (RIO TEHUANTEPEC),0
-95.1,16.58,OAX,IXTOX,IXTEPEC,9
-96.2,17.87,OAX,JACOX,JACATEPEC,110
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,0
-95.2,16.6,OAX,KM1OX,KM. 33+190,0
-95.3,16.4,OAX,LPIOX,LAS PILAS,0
-95.49,17.46,OAX,MAROX,MARIA LOMBARDO,21.5
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,0
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,0
-94.4,16.5,OAX,OSTOX,OSTUTA,0
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,32.3
-98.05,16.35,OAX,PNTOX,"PINOTEPA, ",8.9
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,0
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,73.4
-97.73,16.1,OAX,RVEOX,RÌO VERDE,0
-95.2,16.18,OAX,SCROX,SALINA CRUZ,0
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,33
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,0
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,70.1
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,0
-96.42,18.23,OAX,TEMOX,PRESIDENTE ALEMAN (TEMAZCAL),32.1
-95.6,16.42,OAX,TEQOX,TEQUISISTLAN,0
-96.13,18.08,OAX,TUXOX,TUXTEPEC,57.7
-96.3,17.78,OAX,VANOX,VALLE NACIONAL,43.8
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,0
-94.22,16.4,OAX,ZANOX,ZANATEPEC,0
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,0
-97.97,20.18,PUE,ACJPB,ACAJETE,4.4
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,7.8
-98.14,18.94,PUE,AFRPB,AFRICAM,4.1
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,11
-97.85,20.41,PUE,APAPB,APAPANTILLA,29.2
-98.41,18.91,PUE,ATXPB,ATLIXCO,9.2
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,13.7
-97.52,20.03,PUE,CDPPB,CUETZALAN DEL PROGRESO,124.7
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,3.5
-97.95,18.97,PUE,CEMPB,CEMEX,9
-98.58,18.52,PUE,CHIPB,CHIETLA,17
-98.32,19.07,PUE,CHLPB,CHOLULA,13.8
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,7.4
-98.2,19.04,PUE,CNAPB,C.N.A.,3.4
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,8.7
-98.16,18.61,PUE,COAPB,COATZINGO,7.7
-98.06,19.09,PUE,CPLPB,CAPULAC,21.3
-97.53,20.05,PUE,CTZPB,CUETZALAN,132.4
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,5
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,19.4
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,0
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,37.3
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",0.5
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,3
-97.69,19.49,PUE,LIBPB,LIBRES,1.5
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,2
-98,20.23,PUE,NNEPB,NUEVO NECAXA,38.9
-97.55,19.7,PUE,OYAPB,OYAMELES,0
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,5
-98.36,18.36,PUE,PIXPB,PIAXTLA,5.4
-97.85,20.27,PUE,PTLPB,PATLA,32
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,5.6
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,31
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),50.5
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,6
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,10.5
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,92.6
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,6
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,6
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,53
-97.72,18.88,PUE,TECPB,TECAMACHALCO,4.2
-97.4,18.4,PUE,TEHPB,TEHUACAN,10.5
-98.78,18.47,PUE,TELPB,TEOTLALCO,4.6
-98.78,18.47,PUE,TELPB,TETLALCO,4.6
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,17.1
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,30.8
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,48
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,81
-98.03,20.43,PUE,TLXPB,TLAXCO,15
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,0
-98.06,20.18,PUE,UDSPB,UNIVERSIDAD DE LA SIERRA,37.9
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",0
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,29.6
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,33.8
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,16.8
-97.02,18.34,PUE,ZOQPB,ZOQUITLAN,25
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,14
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",3.7
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",0.9
-100.35,20.5,QRO,BATQT,EL BATAN,5
-100.44,20.6,QRO,CARQT,CARRILLO,5
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,4.7
-100.45,20.54,QRO,EPUQT,EL PUEBLITO,4
-100.37,20.57,QRO,GHQQT,GERENCIA HIDALGO QRO.,0.1
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,42.2
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,9.2
-99.48,21.23,QRO,JLPQT,JALPAN,7
-100.45,20.7,QRO,JRQQT,JURIQUILLA,0.5
-100.23,20.62,QRO,MARQT,MARQUEZ,3.7
-100.37,20.57,QRO,OBSQT,OBSERVATORIO,4.7
-99.82,21.06,QRO,PMLQT,PE—AMILLER,0.1
-100,20.36,QRO,SJSQT,SAN JOSE,5.3
-86.82,21.16,QROO,CANQR,CANCUN,14.4
-88.33,18.5,QROO,CHOQR,CHETUMAL,13.7
-86.78,21.07,QROO,CNCQR,"CANCUN, QROO. AUTOMATICA",17.5
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,44.5
-86.95,20.51,QROO,COZQR,COZUMEL,79.1
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,96.6
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,14.2
-106.65,24.05,SIN,ACTSI,ACATITAN,0
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,0
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,0
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,0
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,0
-108.33,26.74,SIN,CHXSI,"CHOIX, ESTACION",0
-107.4,24.82,SIN,CLCSI,CULIACAN,0
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,0
-108.62,26.43,SIN,EFTSI,EL FUERTE,0
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),0
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,0
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,0
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,0
-108.47,25.72,SIN,GSVSI,GUASAVE,0
-107.23,25.34,SIN,GTNSI,GUATENIPA,0
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,0
-106.6,23.96,SIN,IXPSI,IXPALINO,0
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),0
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,0
-108.01,25.9,SIN,JNASI,JAINA,0
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,0
-106.9,23.92,SIN,LCRSI,LA CRUZ,0
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),0
-108.35,26.9,SIN,LDCSI,HUITES,0
-109,25.8,SIN,MCHSI,LOS MOCHIS,0
-106.4,23.23,SIN,MZTSI,MAZATLAN,0
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,0
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,0
-106.47,23.56,SIN,QLTSI,QUELITE,0
-107.76,25.12,SIN,RAVSI,ESTACION RANCHO VIEJO,0
-105.85,22.98,SIN,RSRSI,ROSARIO,0
-106.95,24.48,SIN,SCRSI,SANTA CRUZ,0
-108.78,26.07,SIN,SFRSI,SUFRAGIO,0
-107.5,25.3,SIN,SJNSI,SAN JUAN,0
-107.1,24.8,SIN,SLRSI,SAN LORENZO,0
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),0
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),0
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,0
-106.25,23.35,SIN,SQRSI,SIQUEROS,0
-108.13,26.9,SIN,TBRSI,SAN FRANCISCO,1
-105.85,25.09,SIN,TORSI,TORTUGA,0
-107.06,24.75,SIN,VINSI,VINORAMAS,0
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,0
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,19.8
-98.96,21.75,SLP,BLMSL,BALLESMI,36.4
-99.02,21.98,SLP,CDVSL,CD. VALLES,23
-100.28,22.43,SLP,CTSSL,CERRITOS,0
-99.24,21.91,SLP,GANSL,GALLINAS,23.6
-100.82,21.88,SLP,IVGSL,VALENTIN GAMA,2.4
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,2.5
-100.64,23.66,SLP,MATSL,MATEHUALA,4.6
-99.16,22.12,SLP,MICSL,MICOS,22.4
-98.8,21.33,SLP,MTPSL,MATLAPA,43.8
-99.32,22.52,SLP,NRJSL,NARANJOS,52.6
-99.83,21.63,SLP,PMYSL,MONTOYA,0.5
-98.94,21.85,SLP,PUJSL,EL PUJAL,38.2
-98.89,21.43,SLP,RQTSL,REQUETEMU,48.2
-100,21.93,SLP,RVDSL,RIO VERDE,0.5
-101.68,22.63,SLP,SDHSL,SALINAS DE HIDALGO,0
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,1.7
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,0.8
-99.06,22.02,SLP,STRSL,SANTA ROSA,35.1
-98.62,21.69,SLP,SVTSL,SAN VICENTE,25.4
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,18.6
-100.58,21.62,SLP,TIESL,TIERRA NUEVA,0
-98.77,22,SLP,TMISL,TAMUIN,24.8
-98.77,22,SLP,TMISL,TAMUIN OBS,24.8
-98.82,21.55,SLP,TMOSL,TAMPAMOLON,13.2
-98.76,21.24,SLP,TMTSL,TEMAMATLA,37.4
-101.93,22.85,SLP,VRASL,V. RAMOS                            *,0
-100.93,21.8,SLP,VRYSL,VILLA DE REYES,0
-110.22,30,SON,ACNSO,ACONCHI,0
-108.94,27.02,SON,ALASO,"ALAMOS, SON. AUTOMATICA",0.8
-111.73,30.72,SON,ALTSO,ALTAR,3.3
-109.94,27.48,SON,AOBSO,PRESA ALVARO OBREGON,0
-109.54,31.33,SON,APTSO,AGUA PRIETA,0
-109.1,27.23,SON,ARCSO,PRESA ADOLFO RUIZ CORTINEZ,0
-109.09,30.07,SON,ARISO,ARIBABI,3.2
-110.92,29.08,SON,ARLSO,PRESA ABELARDO RODRIGUEZ LUJAN,0.2
-110.17,30.34,SON,ARZSO,ARIZPE,1
-110.24,30.6,SON,BCNSO,BACANUCHI,6.5
-108.93,30.36,SON,BCRSO,BACERAC,0
-110.22,30,SON,BNMSO,BANAMICHI,0
-109.63,27.42,SON,CCRSO,COCORAQUE,0
-111.52,30.88,SON,CHTSO,PRESA CUAUHTEMOC,0
