  LON,   LAT,   ESTADO,     CVE_SIH,NOMBRE_ESTACION, MAY
-98.94,20.27,HGO,ACTHD,ACTOPAN,81.5
-98.33,21.02,HGO,ATCHD,ATLAPESCO,123.8
-99.36,20.16,HGO,ENDHD,PRESA ENDO,34
-99.63,20.36,HGO,HCPHD,HUICHAPAN,25.1
-98.42,21.15,HGO,HJTHD,HUEJUTLA,176
-99.22,20.48,HGO,IXMHD,IXMIQUILPAN,16.5
-99.18,21.08,HGO,LMTHD,MEZTITLAN,9.8
-99.22,20.24,HGO,MXQHD,MIXQUIAHUALA,78.3
-98.6,21.17,HGO,ORZHD,SAN FELIPE ORIZATLAN,133
-98.74,20.12,HGO,PCHHD,PACHUCA,40.7
-98.75,20.13,HGO,PCOHD,"Pachuca Observatorio, Hgo.",63.7
-98.34,20.06,HGO,PERHD,PRESA LA ESPERANZA,31.5
-99.33,20.73,HGO,PRGHD,P.ROJO GOMEZ (LA PE—A),28
-99.31,19.97,HGO,PRQHD,PRESA REQUENA,83
-99.38,20.44,HGO,PVAHD,PRESA VICENTE AGUIRRE,22
-98.37,20.08,HGO,TLGHD,TULANCINGO,24.4
-99.39,19.84,HGO,TXMHD,TAXHIMAY,131
-99.5,20.66,HGO,ZMPHD,PRESA ZIMAPAN,19.1
-98.65,20.65,HGO,ZXTHD,ZACUALTIPAN,79
-102.44,21.6,JAL,AJJJL,AJOJUCAR,12
-104.06,19.91,JAL,BBAJL,BASILIO BADILLO,24
-103.72,22.4,JAL,BCSJL,BOCAS,13.7
-103.78,21.83,JAL,BLNJL,BOLAÒOS,0
-103.2,20.29,JAL,CHAJL,"Chapala 1, Jal.  SMN*",67.6
-105.07,20.03,JAL,CPEJL,CAJON DE PEÒA,0
-101.7,21.5,JAL,CRTJL,PRESA EL CUARENTA,6.3
-105.05,20.58,JAL,CULJL,CUALE,0
-103.45,21.07,JAL,CXTJL,CUIXTLA,3.8
-102.9,21.2,JAL,ESTJL,EL ESTRIBON,6
-103.33,20.73,JAL,EXPJL,LA EXPERIENCIA,32.6
-102.7,20.63,JAL,GRBJL,"GARABATOS, AUTOMATICA",21.4
-103.37,20.67,JAL,GUAJL,GUADALAJARA CENTRO,34.2
-103.4,20.7,JAL,GUCJL,GUADALAJARA COLOMUS,39.2
-103.6,20.5,JAL,HRTJL,HURTADO,30
-102.71,20.29,JAL,JMYJL,JAMAY,14.6
-103.2,20.3,JAL,LDCJL,LAGO DE CHAPALA,56.7
-102.23,20.48,JAL,PO2JL,"La Polvora, Jal.  GASIR*",0.6
-102.2,20.5,JAL,POLJL,LUGO ZANABRIA-LA POLVORA,21.1
-102.84,20.72,JAL,REDJL,LA RED,0
-101.85,21.35,JAL,SA1JL,PRESA LA SAUCEDA,6.1
-101.85,21.35,JAL,SAUJL,LA SAUCEDA,4.7
-103.71,20.91,JAL,SRSJL,PRESA SANTA ROSA,0
-102.58,21.45,JAL,TCAJL,TEOCALTICHE,4.2
-104.32,20.04,JAL,TCTJL,TACOTAN,22
-103.2,22.17,JAL,TENJL,TENASCO,4
-103.32,20.58,JAL,TLAJL,TLAQUEPAQUE,32.1
-104.12,19.85,JAL,TMLJL,P. TRIGOMIL,1.5
-103.8,20.6,JAL,VEGJL,LA VEGA,63.5
-103.08,20.07,JAL,VTNJL,"EL VOLANTIN, AUTOMATICA",1.2
-99.35,19.38,MEX,2RSMX,DOS RIOS,51.2
-99.22,19.57,MEX,ARBMX,LAS ARBOLEDAS,60.1
-98.91,19.51,MEX,ATEMX,ATENCO,49.3
-99.33,19.4,MEX,CDBMX,CAIDA DEL BORRACHO,37.3
-100.12,19.2,MEX,CHIMX,P. CHILESDO,132.1
-98.88,19.48,MEX,CHPMX,CHAPINGO,53
-99.24,19.53,MEX,CLYMX,CALACOAYA,44.7
-99.91,20.15,MEX,CNPMX,PRESA LA CONCEPCION,129.9
-99.63,19.29,MEX,COBMX,C.N.A. OBSERVATORIO,42.6
-100.18,19.1,MEX,COLMX,COLORINES,21.2
-99.6,19.9,MEX,DNXMX,P. DANXHO,55
-99.23,19.45,MEX,EMOMX,MOLINITO,59.8
-98.92,19.58,MEX,GRDMX,LA GRANDE AUTOMATICA,43.7
-98.92,19.58,MEX,GRDMX,"LA GRANDE, MEX",43.7
-99.7,20.07,MEX,HPNMX,P. HUAPANGO,48
-99.05,19.63,MEX,K27MX,KM. 27+250,42.4
-100.08,19.38,MEX,LBEMX,LOS BERROS,153.5
-99.25,19.63,MEX,LGLMX,LAGO GUADALUPE,0
-99.22,19.48,MEX,MBLMX,MOLINO BLANCO,64.8
-99.71,19.64,MEX,MLLMX,"SANTA MARIA DEL LLANO, AUTOMATICA",21.6
-99.19,19.62,MEX,OBSMX,SAN MARTIN OBISPO,57.6
-99.18,19.58,MEX,PBTMX,PRESA BARRIENTOS,0.3
-99.03,19.65,MEX,PCCMX,CHICONAUTLA II,58.1
-99.03,19.73,MEX,PCGMX,P. COLGANTE AUTOMATICA (DF),65
-99.18,19.74,MEX,PCGMX,PUENTE COLGANTE,65
-99.01,19.64,MEX,PCTMX,CHICONAUTLA I,52.1
-99.79,19.82,MEX,PFBMX,PRESA FRANCISCO T. FABELA,24.1
-99.77,19.46,MEX,PIRMX,P.IGNACIO RAMIREZ (ATOTONILCO),45.6
-99.25,19.43,MEX,PLMMX,PALMAS,86.7
-99.27,19.52,MEX,PM2MX,PRESA MADIN AUTOMATICA (DF),0
-99.26,19.53,MEX,PMDMX,PRESA MADIN,45.9
-99.7,20.1,MEX,PMNMX,P. EL MOLINO,62
-99.7,20,MEX,PNDMX,P. —ADO,126
-99.27,19.52,MEX,PREMX,PRESA MADIN,0.3
-99.21,19.41,MEX,PTLMX,PRESA TOTOLICA,99.3
-99.6,19.21,MEX,RECMX,RECTORIA,49.2
-98.91,19.53,MEX,SADMX,SAN ANDRES (TEXCOCO),53.5
-99.7,19.47,MEX,SBBMX,SAN BERNABE (J. ANTONIO ALZATE),81
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA                      *,89.2
-98.87,19.19,MEX,SLAMX,SAN LUIS AMECA  AUTOMATICA,89.2
-99.7,19.6,MEX,SLBMX,SAN BARTOLO DEL LLANO,26.5
-99.8,19.63,MEX,SMLMX,SANTA MARIA DEL LLANO,63
-99.8,19.33,MEX,TBRMX,TRES BARRANCAS,94.2
-99.94,18.93,MEX,TESMX,TEXCALTITLAN,86.6
-100.02,19.9,MEX,TM2MX,TEMASCALCINGO,40.4
-99.96,19.66,MEX,TPTMX,TEPETITLAN,14.1
-99.28,19.45,MEX,TTLMX,TOTOLICA (HIDROMETRICA),63.1
-99.13,19.91,MEX,TTQMX,TAJO DE TEQUIXQUIAC,72.5
-100.1,19.1,MEX,VBRMX,P. VALLE DE BRAVO,62.6
-99.33,19.38,MEX,VNDMX,EL VENADO,48.5
-100.05,19.46,MEX,VVCMX,P. VILLA VICTORIA,93
-102.2,17.97,MICH,ADUMC,ADJUNTAS,43.5
-100.94,19.55,MICH,AGOMC,AGOSTITLAN,104
-102.27,19.08,MICH,APTMC,APATZINGAN                          *,20
-102.42,20.18,MICH,BIBMC,BARRAJE DE IBARRA,29.7
-101.46,20.32,MICH,CBLMC,CASA BLANCA,9.6
-102.27,19.97,MICH,CHAMC,CHAPARACO,43.7
-100.55,19.7,MICH,CHIMC,CIUDAD HIDALGO,45
-102.75,19.18,MICH,CHLMC,P. CHILATAN,10
-100.9,18.5,MICH,CMNMC,CAIMANERA,24.5
-101.28,19.63,MICH,COIMC,COINTZIO,17.1
-101.86,20.21,MICH,CORMC,CORRALES,52.1
-101.86,20.21,MICH,CRRMC,"CORRALES, AUTOMATICA",28.2
-101.26,19.62,MICH,CT2MC,"COINTZIO, AUTOMATICA",0
-102.59,20.25,MICH,CUUMC,CUMUATO,28.7
-100.42,19.39,MICH,DBOMC,EL BOSQUE,25.7
-102.4,20.3,MICH,DGNMC,DE GONZALO,11.8
-100.45,19.97,MICH,EGIMC,EL GIGANTE,41.6
-100.28,19.53,MICH,ETAMC,E.T.A.,23
-102.7,19.9,MICH,GUAMC,GUARACHA,62.2
-101.87,18.77,MICH,INFMC,PRESA INFIERNILLO,0.3
-102.6,19.9,MICH,JARMC,JARIPO,36.6
-100.41,19.84,MICH,LDFMC,LAGUNA DEL FRESNO,66
-102.87,19.21,MICH,LOLMC,LOS OLIVOS,14
-102.75,20.15,MICH,LPAMC,LA PALMA,7
-102,20.35,MICH,LPDMC,"La Piedad, Mich.",36
-102.9,18.8,MICH,LPNMC,LOS PANCHES,0
-102.2,18.8,MICH,LPSMC,LA PASTORIA,12.2
-101.62,19.54,MICH,LPTMC,"LAGO DE PATZCUARO, AUTOMATICA",21.8
-101.2,18.8,MICH,LPZMC,LOS PINZANES,40
-101.1,19.7,MICH,MCEMC,MORELIA CENTRO,42.2
-101.46,20.32,MICH,MKZMC,"MARKASSUSSA, AUTOMATICA",26.8
-100.9,19.9,MICH,MLPMC,MALPAIS,15
-101.2,19.7,MICH,MNOMC,MORELIA NORTE,20.5
-102.2,17.9,MICH,MOCMC,MELCHOR OCAMPO,30
-102.2,17.93,MICH,MOCMC,MELCHOR OCAMPO L. C.,30
-101.18,19.69,MICH,MORMC,MORELIA,44.9
-101.1,19.7,MICH,MORMC,MORELIA CENTRO,44.9
-100.44,19.89,MICH,MRVMC,MARAVATIO,69.5
-102.33,19.96,MICH,ORAMC,ORANDINO,47.2
-101.05,19.49,MICH,PDBMC,PLANTA DE BOMBEO,36.9
-101.6,20.3,MICH,PORMC,PASTOR ORTIZ,29.1
-100.69,19.62,MICH,PUCMC,PUCUATO,143
-100.67,19.62,MICH,SABMC,SABANETA,91
-102.72,20.07,MICH,SAHMC,SAHUAYO,30.5
-102.46,20.21,MICH,SCRMC,SAN CRISTOBAL,31.5
-102.64,19.83,MICH,SJUMC,SN. JUANICO,61
-102.4,20.1,MICH,SSIMC,SAN SIMON,32
-100.23,19.98,MICH,TEPMC,PRESA TEPUXTEPEC,18
-100.2,19.48,MICH,TMUMC,TERCER MUNDO,66
-102.13,19.97,MICH,UREMC,UREPETIRO,22.7
-102.3,18.12,MICH,VILMC,PRESA LA VILLITA,2
-101.45,19.55,MICH,VJIMC,VILLA JIMENEZ,23.6
-102.24,20.34,MICH,YURMC,YURECUARO,93.9
-102.28,20.01,MICH,ZAMMC,ZAMORA,50.5
-101.8,19.81,MICH,ZCAMC,ZACAPU,70
-101.93,18.92,MICH,ZICMC,ZICUIRAN,0
-100.83,19.86,MICH,ZINMC,ZINAPECUARO,8
-98.83,18.95,MOR,ACHMR,ACHICHIPILCO,78.5
-99.27,18.74,MOR,ALUMR,ALPUYECA                            *,61
-99.4,18.6,MOR,AMCMR,AMACUZAC,73.5
-98.9,18.94,MOR,ATLMR,ATLATLAHUCAN,168
-98.9,18.8,MOR,CUAMR,CUAUTLA,45.6
-99.2,18.9,MOR,CUEMR,CUERNAVACA,142.1
-99.18,18.58,MOR,HIGMR,HIGUERON,105.5
-99.42,18.61,MOR,HUAMR,HUAJINTLAN,150.7
-99.02,19.03,MOR,HUIMR,HUITZILAC,143.4
-99.03,18.44,MOR,HUTMR,HUAUTLA,51.8
-98.8,18.7,MOR,JNCMR,JONACATEPEC,71.5
-99.2,18.6,MOR,JOJMR,JOJUTLA,92.4
-98.92,18.68,MOR,LCUMR,LA CUERA,76.9
-98.98,18.67,MOR,MYOMR,MOYOTEPEC,95.7
-99.15,18.52,MOR,NEXMR,NEXPA,46.9
-99.22,18.91,MOR,OBSMR,OBSERVATORIO,165.7
-98.76,18.88,MOR,OCTMR,OCUITUCO,58.4
-99.4,18.8,MOR,RODMR,PRESA EL RODEO,82
-99.19,18.92,MOR,SLDMR,SOLIDARIDAD,109.4
-99.2,18.9,MOR,TEMMR,TEMIXCO,109
-99.1,18.8,MOR,TICMR,TICUMAN,97
-98.75,18.75,MOR,TLOMR,TLACOTEPEC,31.4
-98.92,18.99,MOR,TOTMR,TOTOLOAPAN,67.8
-98.84,18.58,MOR,TPLMR,TEPALCINGO,83.4
-99.19,18.52,MOR,XICMR,XICATLACOTLA,43
-99.1,18.9,MOR,YAHMR,YAHUTEPEC,71.1
-99.2,18.64,MOR,ZCTMR,ZACATEPEC,50.4
-105.35,22.49,NAY,ACANR,ACAPONETA,0
-104.77,21.84,NAY,AGMNR,PRESA AGUAMILPA,0
-105.11,21.83,NAY,CAPNR,CAPOMAL,0
-104.5,21.94,NAY,CHPNR,CHAPALAGANA,0
-104.45,21.43,NAY,CJNNR,EL CAJON,0
-105.14,20.89,NAY,GAVNR,GAVIOTAS,0
-104.52,22.25,NAY,JMANR,JESUS MARIA,9.8
-105.34,22.56,NAY,LESNR,LA ESTANCIA,0
-105.02,22.38,NAY,PAJNR,PAJARITOS,0
-105.21,22.12,NAY,ROMNR,ROSA MORADA,0
-104.8,21.8,NAY,RSRNR,REG. SAN RAFAEL,0
-105.14,21.96,NAY,RUINR,RUIZ,0
-104.89,21.49,NAY,TEPNR,TEPIC,0
-100,27.23,NL,ANHNL,ANAHUAC,89.5
-99.82,24.1,NL,ARRNL,ARAMBERRI,131.5
-99.91,24.32,NL,ASCNL,LA ASCENSION,51
-99.74,24.99,NL,CABNL,CABEZONES,76.6
-99.58,24.88,NL,CAMNL,CAMACHO,169.6
-100.27,25.8,NL,CANNL,EL CANADA,85.6
-99.44,24.98,NL,CARNL,CARMEN D.L.E.,189.2
-99.26,25.72,NL,CCHNL,EL CUCHILLO,124.1
-100.16,25.95,NL,CDFNL,CIENEGA DE FLORES,135
-100,25.59,NL,CDRNL,CADEREYTA,100.1
-99.38,24.98,NL,CPRNL,PRESA CERRO PRIETO,247.7
-99.7,24.78,NL,CRUNL,CRUCITAS,147
-99.62,26.09,NL,CRVNL,CERRALVO,127.2
-100.17,23.68,NL,DARNL,DOCTOR ARROYO,28.7
-100.18,25.52,NL,ECSNL,EL CERRITO,137.9
-100.08,24.83,NL,GALNL,GALEANA,99.5
-100.02,25.96,NL,HGRNL,HIGUERAS,78.5
-100.12,25.44,NL,LBCNL,CORTINA DE LA BOCA,130
-99.52,25.5,NL,LERNL,LAS ENRAMADAS,131
-100.5,27.05,NL,LPZNL,LAMPAZOS,126.5
-99.19,26.08,NL,MDRNL,MADERO,36.5
-99.83,25.18,NL,MTMNL,MONTEMORELOS,221
-100.27,25.68,NL,MTRNL,MONTERREY,95.6
-100.3,25.73,NL,OBSNL,OBSERVATORIO,95.6
-99.21,24.99,NL,PAMNL,LA PAMONA                           *,138
-100.38,27.45,NL,PSANL,PRESA SALINILLAS,94
-100.55,25.03,NL,SRANL,SAN RAFAEL,158.5
-99.78,23.98,NL,ZRGNL,ZARAGOZA,135
-96.1,17.02,OAX,AYUOX,AYUTLA,40.4
-96.72,17.07,OAX,BAEOX,BASE AEREA,55.1
-95.5,16.8,OAX,BOQOX,BOQUILLA 1,54.6
-96.27,18.02,OAX,CDOOX,CERRO DE ORO (MADRID),316.2
-94.82,16.58,OAX,CHIOX,CHICAPA,68
-95.06,16.5,OAX,CHVOX,SANTIAGO CHIVELA,56
-96.87,17.83,OAX,CPAOX,CONCEPCION PAPALO,23.7
-96.95,17.8,OAX,CUIOX,CUICATLAN,2.4
-96.48,18.11,OAX,DPSOX,DIQUE PESCADITOS,202.2
-95.42,16.44,OAX,EMAOX,EL MARQUEZ (RIO TEHUANTEPEC),42
-97.78,17.8,OAX,HLOOX,HUAJ. DE LEON OBSERV,13.8
-95.1,16.58,OAX,IXTOX,IXTEPEC,29.6
-96.2,17.87,OAX,JACOX,JACATEPEC,343.5
-96.2,17.87,OAX,JDMOX,JALAPA DEL MARQUES,27
-95.2,16.6,OAX,KM1OX,KM. 33+190,42
-95.3,16.4,OAX,LPIOX,LAS PILAS,64
-95.49,17.46,OAX,MAROX,MARIA LOMBARDO,148.6
-96.73,17.07,OAX,OACOX,OAXACA CENTRO,29.8
-96.7,17,OAX,OAOOX,OAXACA OBS. AEROPUERTO,39.4
-96.08,18.17,OAX,PAPOX,PAPALOAPAN,129.1
-98.05,16.35,OAX,PNTOX,"PINOTEPA, ",247.5
-96.5,15.7,OAX,PTAOX,PUERTO ANGEL,26.1
-95.92,17.73,OAX,RMLOX,RIO MANSO LALANA,210.4
-97.73,16.1,OAX,RVEOX,RÌO VERDE,80
-95.2,16.18,OAX,SCROX,SALINA CRUZ,70.7
-96.53,17.88,OAX,SFUOX,SAN FELIPE USILA,716
-96.45,17.12,OAX,SMAOX,SAN ANTONIO CUAJIMOLOYAS,35.5
-96.55,18.05,OAX,STDOX,SANTO DOMINGO,122
-95.2,16.3,OAX,TEHOX,TEHUANTEPEC,32
-96.42,18.23,OAX,TEMOX,PRESIDENTE ALEMAN (TEMAZCAL),232.4
-96.13,18.08,OAX,TUXOX,TUXTEPEC,201.9
-96.3,17.78,OAX,VANOX,VALLE NACIONAL,722.4
-97.83,17.73,OAX,YOSOX,P. YOSOCUTA,11
-94.22,16.4,OAX,ZANOX,ZANATEPEC,82
-97.42,19.45,PUE,ACHPB,ALCHICHILCA,3.1
-97.97,20.18,PUE,ACJPB,ACAJETE,71.2
-98.06,18.28,PUE,ADOPB,ACTALAN DE OSORIO,49
-98.14,18.94,PUE,AFRPB,AFRICAM,73
-98.15,20.03,PUE,AHUPB,AHUAZOTEPEC,36.5
-97.85,20.41,PUE,APAPB,APAPANTILLA,196.3
-98.41,18.91,PUE,ATXPB,ATLIXCO,60.1
-98.11,18.91,PUE,BDDPB,BALCON DEL DIABLO,107.9
-97.43,18.98,PUE,CDSPB,CIUDAD SERDAN,9
-97.95,18.97,PUE,CEMPB,CEMEX,42.4
-98.58,18.52,PUE,CHIPB,CHIETLA,75.1
-98.32,19.07,PUE,CHLPB,CHOLULA,105.2
-98.49,18.11,PUE,CHSPB,CHILA DE SAL,37.7
-98.2,19.04,PUE,CNAPB,C.N.A.,57
-98.05,18.83,PUE,CNGPB,CHIGNAHUAPAN,26.2
-98.16,18.61,PUE,COAPB,COATZINGO,39.6
-98.06,19.09,PUE,CPLPB,CAPULAC,148.2
-97.53,20.05,PUE,CTZPB,CUETZALAN,518.4
-98.28,18.97,PUE,ECHPB,ECHEVERRIA,49.5
-98.46,19.1,PUE,HJTPB,HUEJOTZINGO,79.9
-98.54,18.77,PUE,HQCPB,HUAQUECHULA,57
-98.05,20.18,PUE,HUAPB,HUAUCHINANGO,179.5
-97.82,19.62,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",11.9
-98.47,18.58,PUE,IZMPB,IZUCAR DE MATAMOROS,40
-97.69,19.49,PUE,LIBPB,LIBRES,47
-98.1,18.6,PUE,MAYPB,MAYORAZGO 21 PTE.,73.6
-98,20.23,PUE,NNEPB,NUEVO NECAXA,220.5
-97.55,19.7,PUE,OYAPB,OYAMELES,30
-97.25,18.92,PUE,PCRPB,PASO CARRETAS,79
-98.36,18.36,PUE,PIXPB,PIAXTLA,61.1
-97.85,20.27,PUE,PTLPB,PATLA,200.8
-98.17,19.05,PUE,PUOPB,PUEBLA OBSERVATORIO,78.5
-97.13,19.25,PUE,QUIPB,QUIMIXTLAN,82.3
-97.4,20.1,PUE,RNAPB,RANCHO NUEVO (AYOTOXCO),224.5
-98.22,19.11,PUE,SCRPB,SN CRISTOBAL CALERAS,100.7
-97.91,18.74,PUE,SMCPB,SAN MIGUEL CANOA,86.8
-97.45,19.96,PUE,SOLPB,P. LA SOLEDAD,337.2
-98.58,19.33,PUE,SRTPB,SANTA RITA TLAHUAPAN,125.8
-98.58,19.33,PUE,SRTPB,STA RITA TLAHUAPAN,125.8
-97.79,20,PUE,TDRPB,TEPANGO DE RODRIGUEZ,260
-97.72,18.88,PUE,TECPB,TECAMACHALCO,2.8
-97.4,18.4,PUE,TEHPB,TEHUACAN,42
-98.78,18.47,PUE,TELPB,TEOTLALCO,19.9
-98.78,18.47,PUE,TELPB,TETLALCO,19.9
-97.81,19.83,PUE,TEOPB,TETELA DE OCAMPO,35.5
-97.79,20,PUE,TEPPB,TEPANGO DE RODRIGUEZ,207.6
-97.35,19.82,PUE,TEZPB,TEZIUTLAN,115.5
-96.85,18.41,PUE,TLPPB,TLACOTEPEC DE DIAZ,289.5
-97.45,19.48,PUE,TPYPB,TEPEYAHUALCO,15.8
-98.06,20.18,PUE,UDSPB,UNIVERSIDAD DE LA SIERRA,163.7
-97.72,18.87,PUE,UTTPB,"Univ. TecnolÛgica Tecamachalco, Pue.  SMN*",91.4
-97.68,20.51,PUE,VENPB,VENUSTIANO CARRANZA,110.1
-97.95,20.28,PUE,XDJPB,XICOTEPEC DE JUAREZ,200.7
-97.58,19.87,PUE,ZCPPB,ZACAPOAXTLA,83
-97.02,18.34,PUE,ZOQPB,ZOQUITLAN,135.5
-97.83,20.18,PUE,ZRGPB,ZARAGOZA,76
-100.49,20.59,QRO,ADJQT,"LAS ADJUNTAS, QRO., AUTOMATICA",30.4
-100.27,20.7,QRO,AMZQT,"AMAZCALA, QRO. AUTOMATICA",18.6
-100.35,20.5,QRO,BATQT,EL BATAN,43.1
-100.44,20.6,QRO,CARQT,CARRILLO,15.4
-100.07,20.42,QRO,CNSQT,CONSTITUCION DE 1917,46.2
-100.45,20.54,QRO,EPUQT,EL PUEBLITO,62
-100.37,20.57,QRO,GHQQT,GERENCIA HIDALGO QRO.,10.5
-100.28,20.39,QRO,HUIQT,EHCA HUIMILPAN,1.8
-99.97,20.21,QRO,IDFQT,SAN ILDEFONSO,53.5
-99.48,21.23,QRO,JLPQT,JALPAN,32.3
-100.45,20.7,QRO,JRQQT,JURIQUILLA,30
-100.23,20.62,QRO,MARQT,MARQUEZ,103.2
-100.37,20.57,QRO,OBSQT,OBSERVATORIO,64.9
-99.82,21.06,QRO,PMLQT,PE—AMILLER,16.3
-100,20.36,QRO,SJSQT,SAN JOSE,18.9
-86.82,21.16,QROO,CANQR,CANCUN,108.6
-88.33,18.5,QROO,CHOQR,CHETUMAL,52.5
-86.78,21.07,QROO,CNCQR,"CANCUN, QROO. AUTOMATICA",95.5
-86.91,20.48,QROO,CO2QR,COZUMEL. AUTOMATICA,39.4
-86.95,20.51,QROO,COZQR,COZUMEL,46.7
-88.04,19.57,QROO,FCRQR,FELIPE CARRILLO PUERTO,103.7
-87.08,20.62,QROO,PDCQR,PLAYA DEL CARMEN,74.1
-109.18,25.92,SIN,AHMSI,AHOME,0
-107.38,25.09,SIN,AL2SI,EL VAREJONAL (HIDRO) P ADOLFO LOPEZ MATEOS,0
-107.38,25.09,SIN,ALMSI,PRESA ADOLFO LOPEZ MATEOS,0
-108.7,25.7,SIN,ARCSI,ADOLFO RUIZ CORTINEZ,0
-107.47,25.03,SIN,AWSSI,ANDREW WEISS,0
-108.33,26.74,SIN,CHXSI,"CHOIX, ESTACION",0
-107.4,24.82,SIN,CLCSI,CULIACAN,0
-109.33,26.1,SIN,CRRSI,EL CARRIZO,0
-107.35,24.32,SIN,DRDSI,EL DORADO,0
-108.08,25.47,SIN,EBLSI,PRESA EUSTAQUIO BUELNA,0
-108.62,26.43,SIN,EFTSI,EL FUERTE,0
-108.32,26.08,SIN,GBESI,PRESA GUILLERMO BLAKE (EL SABINAL),0
-107.91,25.85,SIN,GD2SI,BACURATO (HIDRO) P GUSTAVO DIAZ ORDAZ,0
-107.91,25.86,SIN,GDOSI,PRESA GUSTAVO DIAZ ORDAZ,0
-108.09,25.47,SIN,GMCSI,GUAMUCHIL,0
-108.47,25.72,SIN,GSVSI,GUASAVE,0
-107.23,25.34,SIN,GTNSI,GUATENIPA,0
-109.33,25.98,SIN,HDZSI,HIGUERA DE ZARAGOZA,0
-106.6,23.96,SIN,IXPSI,IXPALINO,0
-107.04,24.71,SIN,JGRSI,J. GRO. ALCOSER (VINORAMAS),0
-106.81,24.57,SIN,JLPSI,PRESA JOSE LOPEZ PORTILLO,0
-108.01,25.9,SIN,JNASI,JAINA,0
-108.72,26.41,SIN,JORSI,PRESA JOSEFA ORTIZ DE DOMINGUEZ,0
-106.9,23.92,SIN,LCRSI,LA CRUZ,0
-108.35,26.9,SIN,LD2SI,HUITES (HIDRO),0
-108.35,26.9,SIN,LDCSI,HUITES,0
-109,25.8,SIN,MCHSI,LOS MOCHIS,0
-106.4,23.23,SIN,MZTSI,MAZATLAN,0
-107.44,24.63,SIN,OBSSI,OBSERVATORIO CULIACAN,0
-108.58,26.51,SIN,PMHSI,PRESA MIGUEL HIDALGO,0
-106.47,23.56,SIN,QLTSI,QUELITE,0
-107.76,25.12,SIN,RAVSI,ESTACION RANCHO VIEJO,0
-105.85,22.98,SIN,RSRSI,ROSARIO,0
-108.78,26.07,SIN,SFRSI,SUFRAGIO,0
-107.5,25.3,SIN,SJNSI,SAN JUAN,0
-107.1,24.8,SIN,SLRSI,SAN LORENZO,0
-106.7,24.12,SIN,SLTSI,EL SALTO (AURELIO BENASSINI),0
-107.16,24.81,SIN,SN2SI,SANALONA (HIDRO),0
-107.16,24.81,SIN,SNLSI,PRESA SANALONA,0
-106.25,23.35,SIN,SQRSI,SIQUEROS,0
-108.13,26.9,SIN,TBRSI,SAN FRANCISCO,0
-105.85,25.09,SIN,TORSI,TORTUGA,0
-107.06,24.75,SIN,VINSI,VINORAMAS,0
-107.4,25.13,SIN,ZOPSI,ZOPILOTE                            *,0
-98.56,21.97,SLP,AJTSL,LAS ADJUNTAS,123.2
-98.96,21.75,SLP,BLMSL,BALLESMI,33.2
-99.02,21.98,SLP,CDVSL,CD. VALLES,55
-100.28,22.43,SLP,CTSSL,CERRITOS,11
-99.24,21.91,SLP,GANSL,GALLINAS,80.4
-100.82,21.88,SLP,IVGSL,VALENTIN GAMA,34
-100.67,23.65,SLP,MA2SL,MATEHUALA. AUTOMATICA,33.8
-100.64,23.66,SLP,MATSL,MATEHUALA,65.1
-99.16,22.12,SLP,MICSL,MICOS,74.6
-98.8,21.33,SLP,MTPSL,MATLAPA,156.4
-99.32,22.52,SLP,NRJSL,NARANJOS,69.4
-100.76,21.85,SLP,OCTSL,OJO CALIENTE,34
-99.83,21.63,SLP,PMYSL,MONTOYA,12.5
-98.94,21.85,SLP,PUJSL,EL PUJAL,67.4
-98.89,21.43,SLP,RQTSL,REQUETEMU,249.6
-100,21.93,SLP,RVDSL,RIO VERDE,18.1
-101.68,22.63,SLP,SDHSL,SALINAS DE HIDALGO,22.6
-101,22.2,SLP,SGRSL,SOLEDAD GRACIANO,10.6
-101.02,22.15,SLP,SLPSL,SAN LUIS POTOSI,9.6
-98.62,21.69,SLP,SVTSL,SAN VICENTE,122.8
-98.86,21.25,SLP,TBLSL,TIERRA BLANCA,253.8
-100.58,21.62,SLP,TIESL,TIERRA NUEVA,10.9
-98.77,22,SLP,TMISL,TAMUIN,68.7
-98.77,22,SLP,TMISL,TAMUIN OBS,68.7
-98.82,21.55,SLP,TMOSL,TAMPAMOLON,85
-98.76,21.24,SLP,TMTSL,TEMAMATLA,228.4
-101.93,22.85,SLP,VRASL,V. RAMOS                            *,0
-100.93,21.8,SLP,VRYSL,VILLA DE REYES,13.1
-110.22,30,SON,ACNSO,ACONCHI,0
-108.94,27.02,SON,ALASO,"ALAMOS, SON. AUTOMATICA",0
-111.73,30.72,SON,ALTSO,ALTAR,0
-109.94,27.48,SON,AOBSO,PRESA ALVARO OBREGON,0
-109.54,31.33,SON,APTSO,AGUA PRIETA,0
-109.1,27.23,SON,ARCSO,PRESA ADOLFO RUIZ CORTINEZ,0
-109.09,30.07,SON,ARISO,ARIBABI,0
-110.92,29.08,SON,ARLSO,PRESA ABELARDO RODRIGUEZ LUJAN,0
-110.17,30.34,SON,ARZSO,ARIZPE,0.2
-110.24,30.6,SON,BCNSO,BACANUCHI,0
-108.93,30.36,SON,BCRSO,BACERAC,2.5
-110.22,30,SON,BNMSO,BANAMICHI,0
